post_id,title,content,x_axis,y_axis,status,tweet_id,tweet_url,hook_type,emotional_appeal,tone,uses_numbers,character_count,sentiment_score,time_band,day_of_week,likes_5h,retweets_5h,impressions_5h,post_source,quote_source_username,quote_source_followers,quote_link_type
10a5ef51-719f-4d80-8167-5555fd1bd643,青色vs白色申告 不動産投資家の選択,"青色申告と白色申告、どちらが得か迷ってる？

結論：不動産投資家は青色一択です。

青色の65万円控除を使うだけで、
課税所得がそのまま65万円圧縮される。
税率20%なら年13万円の節税効果。

白色は「楽」に見えて、
実は10年間の赤字繰越もできない。

手間を惜しんで年13万円捨てる人が
まだまだ多い現実。📊",6,5,published,2033417784424833443,https://x.com/i/web/status/2033417784424833443,質問,利益,分析的,TRUE,158,-1,other,月,1,0,112,system_original,,,
d6c27e9a-4c3e-41c7-b54d-e1ed5b81a73c,融資DTI・返済比率の数字で見る限界ライン,"融資審査で落ちる人の共通点、知ってますか？

年収600万円の会社員が1億円の物件を狙うとき、金融機関が見る「返済比率」は40〜45%が上限ライン。

年収600万×45%＝年間返済270万円まで。
月22.5万円超える借入は「否決リスク大」と考えてください。

物件の利回りより先に、自分の融資枠を数字で把握する。
これが融資戦略の第一歩です。📊",2,2,published,2033487265549148488,https://x.com/i/web/status/2033487265549148488,質問,危機感,分析的,TRUE,174,-1,M2,月,2,0,107,system_original,,,
337131f0-bb78-4667-81f4-8b79cf7c4833,エリア分析5指標で物件を選ぶ,"「なんとなく駅近だから安心」で買うと後悔する🔍

物件選びで本当に見るべき数字は5つだけ。

①賃貸需要率（空室率の逆数）
②人口増減率（5年トレンド）
③利回り÷空室率の実質係数
④最寄り駅乗降客数（10年推移）
⑤行政の開発計画有無

感覚で選んだ物件が10年後に「売れない資産」に化けるリスク、数字を先に見れば8割は防げる。",1,2,published,2033674905196147112,https://x.com/i/web/status/2033674905196147112,その他,危機感,分析的,TRUE,165,-1,E3,月,0,0,66,system_original,,,
24007e5d-b8b1-4a81-84f5-04824b8a0e86,フルローン融資失敗の落とし穴,"「フルローンで買えます」は業者の営業トークです⚠️

ある会社員が35年フルローンで1R購入。
家賃6.8万・返済7.2万・管理費0.8万。
毎月▲1.2万の赤字スタート。

5年後に空室3ヶ月→計▲61万の損失。
売却時にはオーバーローンで身動き取れず。

「借りられる額」と「借りていい額」は別物。
キャッシュフロー計算は買う前が全て。",2,3,published,2033771139332510178,https://x.com/i/web/status/2033771139332510178,その他,危機感,警告的,TRUE,170,-1,other,火,1,0,112,system_original,,,
50479770-2dbf-4dff-bec2-b075580a338a,融資審査前にやるべきチェックリスト,"融資審査に落ちる人の9割は「準備不足」です。

銀行が見ているのは物件より先に「あなた自身」。
年収・勤続年数・信用情報・自己資金比率——
この4つが揃っていなければ、どんな好物件も借りられない。

審査前に自分のスコアを把握している人と
なんとなく申し込む人では、
通過率に雲泥の差が出る。📋

今日から整えられる「融資前チェック」を図解します。",2,4,published,2033844156918010155,https://x.com/i/web/status/2033844156918010155,その他,危機感,実践的,TRUE,174,-1,M2,火,1,0,56,system_original,,,
8c21a58f-7c2f-47c2-b0ea-72a4358b65a2,銀行員が教えない融資審査の裏側,"銀行員が「融資が通りやすい」と言う物件、実は銀行に都合がいいだけ📋

元銀行員から聞いた本音:
・担保評価が高い＝銀行の回収が楽なだけ
・年収属性重視は「あなた」を見ている、物件ではない
・金利0.1%の差より「期間」が利益に直結

35年ローンで0.3%差は総額200万円超の違いになる。
「通るか」より「どう組むか」が本当の勝負。",2,6,published,2034034952958824746,https://x.com/i/web/status/2034034952958824746,その他,危機感,警告的,TRUE,167,-1,E3,火,3,0,76,system_original,,,
e29d74b4-4dc4-4e6d-80f7-ea076670a08f,融資ローン戦略よくある誤解Q&A,"「年収500万でも融資は通る」は本当か？🏦

不動産投資ローンの誤解で損する人が多すぎる。

Q: 年収より何が大事？
A: 「返済比率」と「属性スコア」。年収1000万でも他借入が多ければ否決される。

Q: 金利は低いほど得？
A: 変動1.5%でも返済期間35年なら総支払いは想像以上。出口から逆算しないと罠になる。

数字で考えれば、業者トークに流されなくなる。",2,7,published,2034136761790566872,https://x.com/i/web/status/2034136761790566872,質問,危機感,教育的,TRUE,185,-1,other,水,0,0,74,system_original,,,
e96c4049-58f4-40b9-be9c-c142901047a7,ポートフォリオ設計：数字で見る分散戦略,"「物件を増やせば安全」は半分だけ正しい。

同じエリア・同じ築年数で3戸持っても、リスクは1戸の3倍に膨らむだけ。

本当の分散は
築年数✕エリア✕物件種別を
意図的にズラすこと。

空室が重なる確率は
無相関なら30%×30%=9%まで下がる。
相関が高いと30%のまま。

数字が違う、戦略が違う。📊",7,2,published,2034208999868883064,https://x.com/i/web/status/2034208999868883064,その他,危機感,分析的,TRUE,152,-1,M2,水,0,0,41,system_original,,,
fabc2a0d-ee15-4257-95c3-70c736eb33b7,公示地価5年連続上昇の誤解を解く,"「地価が上がってるなら今すぐ買わないと損」は危険な思考法。📊

国交省の公示地価、全用途5年連続上昇は事実。でも見落としがある。

・上昇は東京圏・大阪圏の都市部に集中
・名古屋圏はすでに上昇幅が縮小
・地方圏は依然として下落エリアが多数

「日本全体が上がっている」は完全な誤解。
エリア・用途・築年数で明暗は真逆になる。

地価ニュースで感情的に動く前に、番地レベルで数字を確認する習慣を。",5,7,published,2034395281362420023,https://x.com/i/web/status/2034395281362420023,その他,危機感,警告的,TRUE,197,-1,E3,水,1,0,68,system_original,,,
9a741695-0c83-4e3e-8a55-56bc5b2b7556,表面利回り信者が陥る3つの罠,"「利回り8%！」に飛びついて失敗する人の共通点🚨

表面利回りは家賃÷物件価格の単純計算。
管理費・修繕費・空室・税金を引いた
実質利回りは平均2〜3%落ちる。

都内ワンルーム表面8%→実質5%台、
ローン金利2%引いたら手残り3%。

「高利回り＝高リスク物件」の法則を
知らずに買うと毎月赤字が待っている。

数字の読み方を変えるだけで
見える景色が全く違う。",3,3,published,2034497687790260444,https://x.com/i/web/status/2034497687790260444,その他,危機感,警告的,TRUE,183,-1,other,木,1,0,75,system_original,,,
fc38f81d-8456-40e6-8e74-dc96fde2bf90,空室リスクを数字で見抜く方法,"「空室率5%なら安心」と思っていませんか？

業者が使う空室率は「エリア平均」。
あなたの物件の話ではありません。

築15年・駅徒歩12分の1Kなら
実態空室率は15〜25%になるケースも。

年間家賃収入120万円の物件で
空室率20%なら実収入は96万円。
ローン返済・管理費を引くと手残りゼロの可能性も。

「なんとなく買って失敗しない」ために
自分の物件で数字を検証してください。",3,1,published,2034566195924369729,https://x.com/i/web/status/2034566195924369729,質問,好奇心,教育的,FALSE,195,-1,M2,木,0,0,48,system_original,,,
a20a031e-8db2-4825-b83b-6a11e984e5e6,表面利回りvs実質利回り徹底比較,"「利回り8%！」に飛びつく前に止まれ🛑

表面利回りと実質利回り、この差を知らずに買った人が後悔している。

家賃120万÷物件1500万＝表面8%
ここから管理費・修繕・空室・税金を引くと…
実質5%台に落ちることが普通にある。

1500万円の物件で年30万円の差。
10年で300万円。これが「なんとなく買い」のコスト。

数字は業者の出し方で変わる。自分で計算する習慣が全て。",3,5,published,2034756687421210661,https://x.com/i/web/status/2034756687421210661,その他,危機感,分析的,TRUE,192,-1,E3,木,1,0,53,system_original,,,
296269b2-1912-4095-91af-d68801d60a9f,変動vs固定金利・融資戦略比較,"変動金利と固定金利、どちらで借りるか迷っている人へ📊

変動1.5%と固定2.5%、1000万円・35年で比較すると
月々の返済差は約5,500円。
ただし変動が1%上昇すると逆転する。

問題は「何年保有するか」を決めずに選んでいること。
5年以内に売る予定なら変動有利。
10年超保有・フルローンなら固定で守りを固める方が合理的な場合もある。

金利選択は感覚ではなく、出口から逆算して決める。",2,5,published,2034856784448352429,https://x.com/i/web/status/2034856784448352429,その他,危機感,分析的,TRUE,199,-1,other,金,0,0,137,system_original,,,
75509119-6a1e-426d-ae7f-f532dc4cc5f9,表面利回りの罠：プロが見る実質数字,"表面利回り8%の物件、実質は4%台だった。

これ、業界では「あるある」なんだよね。

正直に言う。
表面利回りは「集客用の数字」で
プロは最初から見てない。

プロが見てるのは
① 実質利回り（空室・管理費・修繕込み）
② NOI（純営業収益）
③ CCR（自己資金利回り）

この3つを出せない物件は
マジで買っちゃダメ。

数字の読み方を変えるだけで
「いい物件」の定義が180°変わる。",3,6,published,2034926172010594496,https://x.com/i/web/status/2034926172010594496,その他,危機感,警告的,TRUE,197,-1,M2,金,1,0,41,system_original,,,
072e333e-2446-4b6d-8cea-97d9a848cd21,引用: @BIT617620,これ刺さる。黙って整理してたやつが一番強かった話じゃん,,,published,2034930154498392431,https://x.com/i/web/status/2034930154498392431,,,,,,,,,1,0,66,system_quote,,,
eb8c2f41-62c4-44e1-81f2-101a5949a738,引用: @3LDK_minato,これ知らずにタワマン節税やってる人、普通にいそうで怖い,,,published,2034930188887499229,https://x.com/i/web/status/2034930188887499229,,,,,,,,,1,0,95,system_quote,,,
6de22100-e225-4818-a11f-7b60d02ca84f,引用: @pecommmmmm,これ、株好調な今こそ読んどくべき話。浮かれてる時ほど足元ガタガタになる,,,published,2035252611885277417,https://x.com/i/web/status/2035252611885277417,,,,,,,,,0,0,503,system_quote,pecommmmmm,55482,article
20108f02-466c-4e77-b446-c11474d50400,変動vs固定金利ローン比較,"変動0.5%と固定1.8%、どっちが得か正直言う。

3000万円・35年で比較すると
月々の返済差は約2万円。

「変動が安い」は今の話で
金利が1%上がると逆転するんだよね。

実は怖いのは金利より
「出口で売れない物件」に変動で突っ込むこと。

ローン選びは金利比較じゃなく
リスク許容度と保有期間で決まる。

自分の戦略、言語化できてる？",2,5,published,2036005642750627987,https://x.com/i/web/status/2036005642750627987,その他,危機感,分析的,TRUE,173,-1,M2,月,0,0,118,system_original,,,
2cb85c5c-cf82-4def-baa5-bf46f5e5f23d,引用: @nkkyushuokinawa,これ九州だけじゃなくて全国で起きてることの縮図だわ。買いたい人いるのに買えない市場、どこに向かうんだろ,,,published,2036014299664236774,https://x.com/i/web/status/2036014299664236774,,,,,,,,,0,0,52,system_quote,nkkyushuokinawa,7171,article
68d173f1-990f-46f3-bc65-e557261add81,物件購入後の管理実務チェックリスト,"物件買った後の話、誰も教えてくれないんだよね。

正直、購入前より購入後の方が
トラブルは多い。

入居者対応・修繕依頼・滞納督促…
全部を「なんとなく」で回してる人が
8割以上だと思う。

管理会社に任せっきりでも
「確認すべき数字」はある。

月次レポートの見方すら知らないと
気づいた時には手遅れになる📋

チェック項目、まとめたので見てほしい。",4,4,published,2036019736031686867,https://x.com/i/web/status/2036019736031686867,その他,危機感,実践的,TRUE,176,-1,M2,月,0,0,23,system_original,,,
6af3a719-ce35-4ce5-8cee-afd637e40068,引用: @pecommmmmm,これ読んでなかったやつ、今すぐ開いて。上昇相場に乗り遅れた時こそ戦略が全てなんよ,,,published,2036051776994955612,https://x.com/i/web/status/2036051776994955612,,,,,,,,,4,2,2907,system_quote,pecommmmmm,55530,article
b84ec94e-fdc5-4b3b-ba5b-f7ca7b2322ee,引用: @YENZOU,これ不動産やってる人こそ見た方がいい。金利と中東の話、融資に直撃するやつだ,,,published,2036080051213549872,https://x.com/i/web/status/2036080051213549872,,,,,,,,,0,0,33,system_quote,YENZOU,61686,article
fd794733-b8b4-43dd-83a4-0f6773a777e7,駅徒歩15分物件の空室リスク警告,"駅徒歩15分の物件、利回り8%に釣られて買った人の末路を聞いた。

空室6ヶ月→家賃2万下げ→それでも決まらず→結局売却。

正直、利回りの高さって「エリアの弱さ」を価格に織り込んだだけなんだよね。

徒歩10分超えると入居候補が激減する。
データ見ると徒歩15分の平均空室期間は徒歩5分の2.3倍。

その利回り、本当に旨みがある数字か確認してほしい。",1,3,published,2036207266236604518,https://x.com/i/web/status/2036207266236604518,その他,恐怖,警告的,TRUE,177,-1,E3,月,0,0,34,system_original,,,
6ba21403-2774-4e1f-98ed-276e0f591752,管理会社に任せきりで失敗する話,"管理会社に「全部お任せ」した結果、3年で家賃が5万→3.8万になってた投資家を何人も見てきた。

正直、管理会社は「空室を早く埋める」より「楽に管理する」を優先しがち。

チェックすべき数字はたった3つ。

①空室期間の平均（30日以内が目安）
②家賃査定の更新頻度
③入居者クレーム対応の記録

これ、買う前じゃなく「買った後」に差が出るやつ。",4,1,published,2036311430241075247,https://x.com/i/web/status/2036311430241075247,その他,危機感,警告的,TRUE,173,-1,other,火,1,0,36,system_original,,,
